#SampleID	plots	microcosms	Field	Soil_depth	Period_numeric	Period	Plate	Condition	Soil_pH_Value	cul_type	quant_reading	Sample_or_Control	field_coord	coll_coord	cords_note	soil_compname	soil_taxclass	soil_taxorder	soil_taxsuborder	soil_taxgrtgroup	soil_taxsubgrp	Meloidogyne_hapla	Meloidogyne_chitwoodi	Pratylenchus_penetrans	Pratylenchus_neglectus	Pratylenchus_thornei	Paratrichodorus_sp	Tylenchorhynchus_sp	Paratylenchus_sp	Helicotylenchus_sp	Mesocriconema sp	Ditylenchus_sp	Xiphinema_sp	Hemicycliophora_sp	vert_count	bd_count	y1998	y1999	y2000	y2001	y2002	y2003	y2004	y2005	y2006	y2007	y2008	y2009	y2010	y2011	y2012	y2013	y2014	y2015	y2016	y2017	y2018
FE-4-1	B66_1	Boardman66_1_8	Boardman66	20cm	1	1wk	Plate_8	treatment	7.865	Conventional	89.7	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FF-4-1	B66_1	Boardman66_1_12	Boardman66	30cm	1	1wk	Plate_9	treatment	7.54	Conventional	80.6	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FG-4-1	B66_1	Boardman66_1_4	Boardman66	10cm	3	3wk	Plate_12	treatment	7.3	Conventional	59.2	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FH-4-1	B66_1	Boardman66_1_8	Boardman66	20cm	3	3wk	Plate_13	treatment	7.45	Conventional	57.5	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FI-4-1	B66_1	Boardman66_1_12	Boardman66	30cm	3	3wk	Plate_14	treatment	7.45	Conventional	56.7	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FJ-4-1	B66_1	Boardman66_1_4	Boardman66	10cm	6	6wk	Plate_18	treatment	7.295	Conventional	58.7	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FK-4-1	B66_1	Boardman66_1_8	Boardman66	20cm	6	6wk	Plate_19	treatment	7.4	Conventional	61.9	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FL-4-1	B66_1	Boardman66_1_12	Boardman66	30cm	6	6wk	Plate_20	treatment	7.32	Conventional	54.1	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FA-4-2	B66_2	Boardman66_2_4	Boardman66	10cm	0	0wk	Plate_1	treatment	6.815	Conventional	108.3	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FB-4-2	B66_2	Boardman66_2_8	Boardman66	20cm	0	0wk	Plate_2	treatment	6.865	Conventional	100.7	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FC-4-2	B66_2	Boardman66_2_12	Boardman66	30cm	0	0wk	Plate_3	treatment	6.845	Conventional	87.5	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FD-4-2	B66_2	Boardman66_2_4	Boardman66	10cm	1	1wk	Plate_7	treatment	6.81	Conventional	110.6	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FE-4-2	B66_2	Boardman66_2_8	Boardman66	20cm	1	1wk	Plate_8	treatment	7.02	Conventional	93	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FF-4-2	B66_2	Boardman66_2_12	Boardman66	30cm	1	1wk	Plate_9	treatment	7.465	Conventional	99.5	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FG-4-2	B66_2	Boardman66_2_4	Boardman66	10cm	3	3wk	Plate_12	treatment	6.65	Conventional	43.6	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FH-4-2	B66_2	Boardman66_2_8	Boardman66	20cm	3	3wk	Plate_13	treatment	6.45	Conventional	40.6	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FI-4-2	B66_2	Boardman66_2_12	Boardman66	30cm	3	3wk	Plate_14	treatment	6.45	Conventional	75.7	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FJ-4-2	B66_2	Boardman66_2_4	Boardman66	10cm	6	6wk	Plate_18	treatment	6.37	Conventional	51.6	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FK-4-2	B66_2	Boardman66_2_8	Boardman66	20cm	6	6wk	Plate_19	treatment	6.22	Conventional	62.1	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FL-4-2	B66_2	Boardman66_2_12	Boardman66	30cm	6	6wk	Plate_20	treatment	6.01	Conventional	55.7	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FA-4-3	B66_3	Boardman66_3_4	Boardman66	10cm	0	0wk	Plate_1	treatment	8.225	Conventional	101.8	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FB-4-3	B66_3	Boardman66_3_8	Boardman66	20cm	0	0wk	Plate_2	treatment	7.675	Conventional	77.3	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FC-4-3	B66_3	Boardman66_3_12	Boardman66	30cm	0	0wk	Plate_3	treatment	8.34	Conventional	99.7	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FD-4-3	B66_3	Boardman66_3_4	Boardman66	10cm	1	1wk	Plate_7	treatment	7.585	Conventional	126.8	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FE-4-3	B66_3	Boardman66_3_8	Boardman66	20cm	1	1wk	Plate_8	treatment	7.545	Conventional	97.8	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FF-4-3	B66_3	Boardman66_3_12	Boardman66	30cm	1	1wk	Plate_9	treatment	7.85	Conventional	84.7	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FG-4-3	B66_3	Boardman66_3_4	Boardman66	10cm	3	3wk	Plate_12	treatment	7.2	Conventional	51.5	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FH-4-3	B66_3	Boardman66_3_8	Boardman66	20cm	3	3wk	Plate_13	treatment	7.15	Conventional	44.1	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FI-4-3	B66_3	Boardman66_3_12	Boardman66	30cm	3	3wk	Plate_14	treatment	7.3	Conventional	45	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FJ-4-3	B66_3	Boardman66_3_4	Boardman66	10cm	6	6wk	Plate_18	treatment	6.86	Conventional	57.1	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FK-4-3	B66_3	Boardman66_3_8	Boardman66	20cm	6	6wk	Plate_19	treatment	6.96	Conventional	62.6	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FL-4-3	B66_3	Boardman66_3_12	Boardman66	30cm	6	6wk	Plate_20	treatment	6.985	Conventional	53.8	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FA-4-4	B66_4	Boardman66_4_4	Boardman66	10cm	0	0wk	Plate_1	treatment	7.345	Conventional	85.5	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FB-4-4	B66_4	Boardman66_4_8	Boardman66	20cm	0	0wk	Plate_2	treatment	7.245	Conventional	84	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FC-4-4	B66_4	Boardman66_4_12	Boardman66	30cm	0	0wk	Plate_3	treatment	7.335	Conventional	92.8	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FD-4-4	B66_4	Boardman66_4_4	Boardman66	10cm	1	1wk	Plate_7	treatment	7.525	Conventional	107	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FE-4-4	B66_4	Boardman66_4_8	Boardman66	20cm	1	1wk	Plate_8	treatment	7.38	Conventional	88.5	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FF-4-4	B66_4	Boardman66_4_12	Boardman66	30cm	1	1wk	Plate_9	treatment	7.46	Conventional	86.5	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FG-4-4	B66_4	Boardman66_4_4	Boardman66	10cm	3	3wk	Plate_12	treatment	7.6	Conventional	45.9	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FH-4-4	B66_4	Boardman66_4_8	Boardman66	20cm	3	3wk	Plate_13	treatment	7.45	Conventional	60.8	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FI-4-4	B66_4	Boardman66_4_12	Boardman66	30cm	3	3wk	Plate_14	treatment	7.6	Conventional	50.3	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FJ-4-4	B66_4	Boardman66_4_4	Boardman66	10cm	6	6wk	Plate_18	treatment	7.405	Conventional	45.8	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FK-4-4	B66_4	Boardman66_4_8	Boardman66	20cm	6	6wk	Plate_19	treatment	7.235	Conventional	55.3	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FL-4-4	B66_4	Boardman66_4_12	Boardman66	30cm	6	6wk	Plate_20	treatment	7.165	Conventional	52.6	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
FA-4-5	B718_1	Boardman718_1_4	Boardman718	10cm	0	0wk	Plate_1	treatment	7.49	Conventional	103.8	True_Sample	45.78855,-119.82541	45.787119,-119.826811		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0		POTATO	WHEAT	POTATO	ONION	PEAS/CORN	ONION	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN
FB-4-5	B718_1	Boardman718_1_8	Boardman718	20cm	0	0wk	Plate_2	treatment	7.365	Conventional	84.9	True_Sample	45.78855,-119.82541	45.787119,-119.826811		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0		POTATO	WHEAT	POTATO	ONION	PEAS/CORN	ONION	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN
FC-4-5	B718_1	Boardman718_1_12	Boardman718	30cm	0	0wk	Plate_3	treatment	7.415	Conventional	82.7	True_Sample	45.78855,-119.82541	45.787119,-119.826811		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0		POTATO	WHEAT	POTATO	ONION	PEAS/CORN	ONION	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN
FD-4-5	B718_1	Boardman718_1_4	Boardman718	10cm	1	1wk	Plate_7	treatment	7.53	Conventional	109.6	True_Sample	45.78855,-119.82541	45.787119,-119.826811		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0		POTATO	WHEAT	POTATO	ONION	PEAS/CORN	ONION	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN
