#SampleID	plots	microcosms	Field	Soil_depth	Period	Period_numeric	Plate	Condition	Soil_pH_Value	cul_type	quant_reading	Sample_or_Control	field_coord	coll_coord	cords_note	soil_compname	soil_taxclass	soil_taxorder	soil_taxsuborder	soil_taxgrtgroup	soil_taxsubgrp	Meloidogyne_hapla	Meloidogyne_chitwoodi	Pratylenchus_penetrans	Pratylenchus_neglectus	Pratylenchus_thornei	Paratrichodorus_sp	Tylenchorhynchus_sp	Paratylenchus_sp	Helicotylenchus_sp	Mesocriconema sp	Ditylenchus_sp	Xiphinema_sp	Hemicycliophora_sp	vert_count	bd_count	y1998	y1999	y2000	y2001	y2002	y2003	y2004	y2005	y2006	y2007	y2008	y2009	y2010	y2011	y2012	y2013	y2014	y2015	y2016	y2017	y2018
BF-3-8	B415_4	Boardman415_4_12	Boardman415	30cm	1wk	1	Plate_9	treatment	7.32	Conventional	470.91	True_Sample	45.77676,-119.88968	45.775194,-119.887506		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN	ONION	POTATO
BG-3-8	B415_4	Boardman415_4_4	Boardman415	10cm	3wk	3	Plate_12	treatment	6.85	Conventional	324.85	True_Sample	45.77676,-119.88968	45.775194,-119.887506		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN	ONION	POTATO
BH-3-8	B415_4	Boardman415_4_8	Boardman415	20cm	3wk	3	Plate_13	treatment	6.5	Conventional	363.64	True_Sample	45.77676,-119.88968	45.775194,-119.887506		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN	ONION	POTATO
BI-3-8	B415_4	Boardman415_4_12	Boardman415	30cm	3wk	3	Plate_14	treatment	6.9	Conventional	234.55	True_Sample	45.77676,-119.88968	45.775194,-119.887506		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN	ONION	POTATO
BJ-3-8	B415_4	Boardman415_4_4	Boardman415	10cm	6wk	6	Plate_18	treatment	6.44	Conventional	309.09	True_Sample	45.77676,-119.88968	45.775194,-119.887506		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN	ONION	POTATO
BK-3-8	B415_4	Boardman415_4_8	Boardman415	20cm	6wk	6	Plate_19	treatment	6.47	Conventional	350.3	True_Sample	45.77676,-119.88968	45.775194,-119.887506		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN	ONION	POTATO
BL-3-8	B415_4	Boardman415_4_12	Boardman415	30cm	6wk	6	Plate_20	treatment	6.62	Conventional	355.15	True_Sample	45.77676,-119.88968	45.775194,-119.887506		Koehler	Sandy, mixed, mesic Xeric Haplodurids	Aridisols	Durids	Haplodurids	Xeric Haplodurids	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	MINT	MINT	MINT	POTATO	WHEAT	ONION	POTATO	CORN	ONION	POTATO	CORN	ONION	POTATO
BA-4-1	B66_1	Boardman66_1_4	Boardman66	10cm	0wk	0	Plate_1	treatment	7.195	Conventional	588.48	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BB-4-1	B66_1	Boardman66_1_8	Boardman66	20cm	0wk	0	Plate_2	treatment	7.385	Conventional	422.42	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BC-4-1	B66_1	Boardman66_1_12	Boardman66	30cm	0wk	0	Plate_3	treatment	7.2	Conventional	481.82	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BD-4-1	B66_1	Boardman66_1_4	Boardman66	10cm	1wk	1	Plate_7	treatment	7.94	Conventional	667.27	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BE-4-1	B66_1	Boardman66_1_8	Boardman66	20cm	1wk	1	Plate_8	treatment	7.865	Conventional	621.21	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BF-4-1	B66_1	Boardman66_1_12	Boardman66	30cm	1wk	1	Plate_9	treatment	7.54	Conventional	484.24	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BG-4-1	B66_1	Boardman66_1_4	Boardman66	10cm	3wk	3	Plate_12	treatment	7.3	Conventional	295.76	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BH-4-1	B66_1	Boardman66_1_8	Boardman66	20cm	3wk	3	Plate_13	treatment	7.45	Conventional	414.55	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BI-4-1	B66_1	Boardman66_1_12	Boardman66	30cm	3wk	3	Plate_14	treatment	7.45	Conventional	397.58	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BJ-4-1	B66_1	Boardman66_1_4	Boardman66	10cm	6wk	6	Plate_18	treatment	7.295	Conventional	347.88	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BK-4-1	B66_1	Boardman66_1_8	Boardman66	20cm	6wk	6	Plate_19	treatment	7.4	Conventional	340	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BL-4-1	B66_1	Boardman66_1_12	Boardman66	30cm	6wk	6	Plate_20	treatment	7.32	Conventional	381.82	True_Sample	45.720444,-119.915998	45.752764,-119.917936	error	Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BA-4-2	B66_2	Boardman66_2_4	Boardman66	10cm	0wk	0	Plate_1	treatment	6.815	Conventional	627.27	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BB-4-2	B66_2	Boardman66_2_8	Boardman66	20cm	0wk	0	Plate_2	treatment	6.865	Conventional	569.09	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BC-4-2	B66_2	Boardman66_2_12	Boardman66	30cm	0wk	0	Plate_3	treatment	6.845	Conventional	467.27	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BD-4-2	B66_2	Boardman66_2_4	Boardman66	10cm	1wk	1	Plate_7	treatment	6.81	Conventional	638.18	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BE-4-2	B66_2	Boardman66_2_8	Boardman66	20cm	1wk	1	Plate_8	treatment	7.02	Conventional	612.12	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BF-4-2	B66_2	Boardman66_2_12	Boardman66	30cm	1wk	1	Plate_9	treatment	7.465	Conventional	524.24	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BG-4-2	B66_2	Boardman66_2_4	Boardman66	10cm	3wk	3	Plate_12	treatment	6.65	Conventional	217.58	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BH-4-2	B66_2	Boardman66_2_8	Boardman66	20cm	3wk	3	Plate_13	treatment	6.45	Conventional	303.64	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BI-4-2	B66_2	Boardman66_2_12	Boardman66	30cm	3wk	3	Plate_14	treatment	6.45	Conventional	352.12	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BJ-4-2	B66_2	Boardman66_2_4	Boardman66	10cm	6wk	6	Plate_18	treatment	6.37	Conventional	281.21	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BK-4-2	B66_2	Boardman66_2_8	Boardman66	20cm	6wk	6	Plate_19	treatment	6.22	Conventional	328.48	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BL-4-2	B66_2	Boardman66_2_12	Boardman66	30cm	6wk	6	Plate_20	treatment	6.01	Conventional	372.12	True_Sample	45.720444,-119.915998	45.7216,-119.917617		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	6	10	0	0	0	0	0	0	2	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BA-4-3	B66_3	Boardman66_3_4	Boardman66	10cm	0wk	0	Plate_1	treatment	8.225	Conventional	566.06	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BB-4-3	B66_3	Boardman66_3_8	Boardman66	20cm	0wk	0	Plate_2	treatment	7.675	Conventional	575.76	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BC-4-3	B66_3	Boardman66_3_12	Boardman66	30cm	0wk	0	Plate_3	treatment	8.34	Conventional	440	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BD-4-3	B66_3	Boardman66_3_4	Boardman66	10cm	1wk	1	Plate_7	treatment	7.585	Conventional	661.21	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BE-4-3	B66_3	Boardman66_3_8	Boardman66	20cm	1wk	1	Plate_8	treatment	7.545	Conventional	561.21	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BF-4-3	B66_3	Boardman66_3_12	Boardman66	30cm	1wk	1	Plate_9	treatment	7.85	Conventional	523.64	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BG-4-3	B66_3	Boardman66_3_4	Boardman66	10cm	3wk	3	Plate_12	treatment	7.2	Conventional	288.48	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BH-4-3	B66_3	Boardman66_3_8	Boardman66	20cm	3wk	3	Plate_13	treatment	7.15	Conventional	424.24	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BI-4-3	B66_3	Boardman66_3_12	Boardman66	30cm	3wk	3	Plate_14	treatment	7.3	Conventional	315.76	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BJ-4-3	B66_3	Boardman66_3_4	Boardman66	10cm	6wk	6	Plate_18	treatment	6.86	Conventional	338.18	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BK-4-3	B66_3	Boardman66_3_8	Boardman66	20cm	6wk	6	Plate_19	treatment	6.96	Conventional	344.24	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BL-4-3	B66_3	Boardman66_3_12	Boardman66	30cm	6wk	6	Plate_20	treatment	6.985	Conventional	403.03	True_Sample	45.720444,-119.915998	45.721594,-119.914561		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BA-4-4	B66_4	Boardman66_4_4	Boardman66	10cm	0wk	0	Plate_1	treatment	7.345	Conventional	559.39	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BB-4-4	B66_4	Boardman66_4_8	Boardman66	20cm	0wk	0	Plate_2	treatment	7.245	Conventional	459.39	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BC-4-4	B66_4	Boardman66_4_12	Boardman66	30cm	0wk	0	Plate_3	treatment	7.335	Conventional	465.45	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BD-4-4	B66_4	Boardman66_4_4	Boardman66	10cm	1wk	1	Plate_7	treatment	7.525	Conventional	623.64	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
BE-4-4	B66_4	Boardman66_4_8	Boardman66	20cm	1wk	1	Plate_8	treatment	7.38	Conventional	553.94	True_Sample	45.720444,-119.915998	45.719128,-119.913608		Quincy	Mixed, mesic Xeric Torripsamments	Entisols	Psamments	Torripsamments	Xeric Torripsamments	0	12	0	0	0	8	10	0	0	0	0	0	0	1	0	POTATO	CORN	CORN	POTATO	ALFALFA	ALFALFA	ALFALFA	POTATO	WHEAT	CORN	POTATO	WHEAT	ALFALFA	ALFALFA	ALFALFA	POTATO	CORN	CORN	POTATO	CORN	CORN
